10:07:12.858 [main] INFO  com.example.demo01.Demo01Application - Starting Demo01Application using Java 1.8.0_341 on localhost with PID 2928 (/Users/yoca-391/Documents/demo01/target/classes started by yoca-391 in /Users/yoca-391/Documents/demo01)
10:07:12.900 [main] INFO  com.example.demo01.Demo01Application - No active profile set, falling back to 1 default profile: "default"
10:07:16.525 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
10:07:16.526 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
10:07:16.526 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.65]
10:07:16.762 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
10:07:18.894 [main] INFO  springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
10:07:19.910 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
10:07:19.951 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
10:07:20.000 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
10:07:20.068 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
10:07:20.635 [main] INFO  com.example.demo01.Demo01Application - Started Demo01Application in 8.843 seconds (JVM running for 21.265)
10:09:26.705 [main] INFO  com.example.demo01.Demo01Application - Starting Demo01Application using Java 1.8.0_341 on localhost with PID 3115 (/Users/yoca-391/Documents/demo01/target/classes started by yoca-391 in /Users/yoca-391/Documents/demo01)
10:09:26.723 [main] INFO  com.example.demo01.Demo01Application - No active profile set, falling back to 1 default profile: "default"
10:09:29.929 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8888"]
10:09:29.930 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
10:09:29.930 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.65]
10:09:30.084 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
10:09:31.932 [main] INFO  springfox.documentation.spring.web.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
10:09:32.838 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
10:09:32.877 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
10:09:32.910 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
10:09:32.979 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
10:09:33.625 [main] INFO  com.example.demo01.Demo01Application - Started Demo01Application in 7.67 seconds (JVM running for 18.083)
14:46:04.956 [http-nio-8888-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
14:47:21.896 [http-nio-8888-exec-6] INFO  com.example.demo01.controller.gateway.ReceiveMsgGateWayApi - 线程名称http-nio-8888-exec-6
14:47:24.357 [http-nio-8888-exec-6] INFO  com.example.demo01.controller.gateway.ReceiveMsgGateWayApi - 主叫地址： 123456789
14:47:24.374 [http-nio-8888-exec-6] INFO  com.example.demo01.controller.gateway.ReceiveMsgGateWayApi - 接受到响应耗时：2476毫秒
14:47:24.820 [thread-queue1] INFO  com.example.demo01.rabbitMQ.listening.MsgCustomerListen - 线程名称：thread-queue1
14:47:24.824 [thread-queue1] INFO  com.example.demo01.rabbitMQ.listening.MsgCustomerListen - deliveryTag：
